Survey,Year,Quarter,Area,SubArea,AphiaID,Species,Age_0,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,DateofCalculation
NS-IBTS,2013,3,3,44E7,127143,Pleuronectes platessa,0.0000,0.0000,7.6177,11.6109,12.5604,9.2928,5.4246,2.9474,1.6075,1.0714,1.8672,20181029
NS-IBTS,2013,3,3,44E8,126417,Clupea harengus,2.0000,1.8961,45.4823,96.9060,53.7610,59.9545,,,,,,20181029
NS-IBTS,2013,3,3,44E8,126425,Sprattus sprattus,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20181029
NS-IBTS,2013,3,3,44E8,126436,Gadus morhua,0.0000,20.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20181029
NS-IBTS,2013,3,3,44E8,126437,Melanogrammus aeglefinus,81.1722,191.6556,72.7937,62.6251,480.7096,4.3444,36.6993,,,,,20181029
NS-IBTS,2013,3,3,44E8,126438,Merlangius merlangus,24.0000,82.7472,200.0492,175.9877,54.5335,16.7955,3.8869,,,,,20181029
NS-IBTS,2013,3,3,44E8,126441,Pollachius virens,0.0000,0.0000,0.0000,0.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20181029
NS-IBTS,2013,3,3,44E8,126444,Trisopterus esmarkii,417.1022,8510.7264,8.1714,0.0000,0.0000,0.0000,0.0000,,,,,20181029
NS-IBTS,2013,3,3,44E8,127023,Scomber scombrus,0.0000,1.8547,8.5873,5.3381,2.5319,1.9174,3.7706,,,,,20181029
NS-IBTS,2013,3,3,44E8,127143,Pleuronectes platessa,0.0000,0.5000,13.6246,16.2274,17.8909,17.4815,10.4019,8.9624,7.0754,3.7862,8.0497,20181029
NS-IBTS,2013,3,3,44E9,126417,Clupea harengus,0.0000,2.2900,2354.5928,3387.9997,712.3462,324.4512,,,,,,20181029
NS-IBTS,2013,3,3,44E9,126425,Sprattus sprattus,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20181029
NS-IBTS,2013,3,3,44E9,126436,Gadus morhua,0.0000,2.0000,1.1111,0.0000,0.2222,0.0000,0.0000,,,,,20181029
NS-IBTS,2013,3,3,44E9,126437,Melanogrammus aeglefinus,13.6794,186.6712,100.8095,94.6301,616.7089,2.6000,19.5675,,,,,20181029
NS-IBTS,2013,3,3,44E9,126438,Merlangius merlangus,40.0000,13.6671,142.9912,250.6471,106.4783,47.3925,9.4905,,,,,20181029
NS-IBTS,2013,3,3,44E9,126441,Pollachius virens,0.0000,0.0000,0.0000,0.3556,1.3111,0.3333,0.0000,0.0000,0.0000,0.0000,0.0000,20181029
NS-IBTS,2013,3,3,44E9,126444,Trisopterus esmarkii,203.8301,5193.3443,47.5633,0.0000,0.0000,0.0000,0.0000,,,,,20181029
NS-IBTS,2013,3,3,44E9,127023,Scomber scombrus,0.0000,5.9767,34.3363,9.6532,4.0263,3.4252,5.5822,,,,,20181029
NS-IBTS,2013,3,3,44E9,127143,Pleuronectes platessa,0.0000,0.0000,4.3440,9.3839,12.3837,9.7581,6.9315,4.8941,3.7457,2.8563,3.7027,20181029
NS-IBTS,2013,3,3,45E6,126417,Clupea harengus,0.0000,0.0000,17.3727,16.4854,2.6748,1.4671,,,,,,20181029
NS-IBTS,2013,3,3,45E6,126425,Sprattus sprattus,0.0000,0.0000,1.3333,2.3333,0.3333,0.0000,0.0000,,,,,20181029
NS-IBTS,2013,3,3,45E6,126436,Gadus morhua,0.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20181029
NS-IBTS,2013,3,3,45E6,126437,Melanogrammus aeglefinus,20.0096,493.0542,35.7697,23.9610,155.3924,1.1111,6.7019,,,,,20181029
NS-IBTS,2013,3,3,45E6,126438,Merlangius merlangus,198.0000,47.7732,12.1975,3.3613,1.4364,1.0316,0.2000,,,,,20181029
NS-IBTS,2013,3,3,45E6,126441,Pollachius virens,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20181029
NS-IBTS,2013,3,3,45E6,126444,Trisopterus esmarkii,6081.5854,3854.1423,40.2723,0.0000,0.0000,0.0000,0.0000,,,,,20181029
NS-IBTS,2013,3,3,45E6,127023,Scomber scombrus,0.0000,0.5996,11.7401,6.1002,2.5765,2.6127,6.3708,,,,,20181029
NS-IBTS,2013,3,3,45E6,127143,Pleuronectes platessa,0.0000,1.5833,39.8062,41.1964,36.9892,29.7796,16.8164,11.3458,8.5111,3.4838,6.4882,20181029
NS-IBTS,2013,3,3,45E7,126417,Clupea harengus,0.0000,0.0909,3.1270,1.5705,0.2116,0.0000,,,,,,20181029
NS-IBTS,2013,3,3,45E7,126425,Sprattus sprattus,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20181029
NS-IBTS,2013,3,3,45E7,126436,Gadus morhua,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20181029
NS-IBTS,2013,3,3,45E7,126437,Melanogrammus aeglefinus,1.1388,248.4304,36.2249,30.0568,199.5774,1.1056,9.4662,,,,,20181029
NS-IBTS,2013,3,3,45E7,126438,Merlangius merlangus,0.0000,57.6803,27.4680,6.2777,0.5740,0.0000,0.0000,,,,,20181029
NS-IBTS,2013,3,3,45E7,126441,Pollachius virens,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20181029
NS-IBTS,2013,3,3,45E7,126444,Trisopterus esmarkii,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20181029
NS-IBTS,2013,3,3,45E7,127023,Scomber scombrus,0.0000,8.1875,59.6746,22.9583,13.4084,11.0933,17.6778,,,,,20181029
NS-IBTS,2013,3,3,45E7,127143,Pleuronectes platessa,0.0000,1.5417,83.0459,79.2786,63.5412,50.3581,25.7339,16.2521,10.0701,4.3943,9.7842,20181029
NS-IBTS,2013,3,3,45E8,126417,Clupea harengus,0.0000,0.0000,1613.2358,1886.1164,347.6424,121.3414,,,,,,20181029
NS-IBTS,2013,3,3,45E8,126425,Sprattus sprattus,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20181029
NS-IBTS,2013,3,3,45E8,126436,Gadus morhua,0.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20181029
NS-IBTS,2013,3,3,45E8,126437,Melanogrammus aeglefinus,3.2759,206.4478,105.1407,89.8233,532.1473,1.1597,10.7078,,,,,20181029
NS-IBTS,2013,3,3,45E8,126438,Merlangius merlangus,66.0000,19.5417,134.5022,197.2018,80.8375,37.2965,7.6202,,,,,20181029
NS-IBTS,2013,3,3,45E8,126441,Pollachius virens,0.0000,0.0000,0.0000,2.7333,6.7667,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,20181029
NS-IBTS,2013,3,3,45E8,126444,Trisopterus esmarkii,3185.9273,15898.2882,8.0193,0.5000,0.5000,0.0000,0.0000,,,,,20181029
NS-IBTS,2013,3,3,45E8,127023,Scomber scombrus,0.0000,40.1794,146.8219,27.5386,16.0389,13.5616,18.8597,,,,,20181029
NS-IBTS,2013,3,3,45E8,127143,Pleuronectes platessa,0.0000,0.0000,4.8077,10.1271,12.2102,8.8877,6.0105,3.8350,2.4336,1.3550,2.3331,20181029
NS-IBTS,2013,3,3,45E9,126417,Clupea harengus,0.0000,0.0000,2072.8427,5257.8651,2922.9907,1987.1779,,,,,,20181029
NS-IBTS,2013,3,3,45E9,126425,Sprattus sprattus,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20181029
NS-IBTS,2013,3,3,45E9,126436,Gadus morhua,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20181029
NS-IBTS,2013,3,3,45E9,126437,Melanogrammus aeglefinus,0.2672,22.0034,31.6521,30.9087,204.1636,0.4590,4.4692,,,,,20181029
NS-IBTS,2013,3,3,45E9,126438,Merlangius merlangus,397.2821,4.5347,59.0292,164.0360,85.9929,47.5536,10.3408,,,,,20181029
NS-IBTS,2013,3,3,45E9,126441,Pollachius virens,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20181029
NS-IBTS,2013,3,3,45E9,126444,Trisopterus esmarkii,229.6106,5205.8790,88.8471,0.0000,0.0000,0.0000,0.0000,,,,,20181029
NS-IBTS,2013,3,3,45E9,127023,Scomber scombrus,0.0000,0.0000,0.4283,1.3322,2.4883,2.3728,8.3784,,,,,20181029
NS-IBTS,2013,3,3,45E9,127143,Pleuronectes platessa,0.0000,0.0000,0.5801,3.6393,5.4564,4.2617,2.5931,1.9334,1.1042,0.9814,1.4504,20181029
NS-IBTS,2013,3,3,46E6,126417,Clupea harengus,0.0000,28.1039,3425.4939,2299.4708,168.0616,90.8699,,,,,,20181029
NS-IBTS,2013,3,3,46E6,126425,Sprattus sprattus,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20181029
NS-IBTS,2013,3,3,46E6,126436,Gadus morhua,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20181029
NS-IBTS,2013,3,3,46E6,126437,Melanogrammus aeglefinus,16.2488,27.9338,28.8165,25.2040,159.7902,0.9000,5.1067,,,,,20181029
NS-IBTS,2013,3,3,46E6,126438,Merlangius merlangus,56.0000,40.6856,134.0947,82.0110,16.7230,2.1714,0.3143,,,,,20181029
NS-IBTS,2013,3,3,46E6,126441,Pollachius virens,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20181029
NS-IBTS,2013,3,3,46E6,126444,Trisopterus esmarkii,1311.8718,58.1282,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20181029
NS-IBTS,2013,3,3,46E6,127023,Scomber scombrus,0.0000,0.5836,13.9242,4.6464,2.6112,1.9224,2.3122,,,,,20181029
NS-IBTS,2013,3,3,46E6,127143,Pleuronectes platessa,0.0000,0.0000,49.5731,90.1713,101.2200,72.4238,48.4245,26.7824,15.3946,7.9029,16.1073,20181029
NS-IBTS,2013,3,3,46E7,126417,Clupea harengus,0.0000,0.0000,4898.3209,4552.0019,639.4560,306.3751,,,,,,20181029
NS-IBTS,2013,3,3,46E7,126425,Sprattus sprattus,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20181029
NS-IBTS,2013,3,3,46E7,126436,Gadus morhua,0.0000,13.8462,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20181029
NS-IBTS,2013,3,3,46E7,126437,Melanogrammus aeglefinus,1.3195,143.0117,10.8508,7.7280,43.5283,0.1282,1.1260,,,,,20181029
NS-IBTS,2013,3,3,46E7,126438,Merlangius merlangus,0.0000,39.4262,59.7240,31.0791,8.1701,2.0733,0.2967,,,,,20181029
NS-IBTS,2013,3,3,46E7,126441,Pollachius virens,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20181029
NS-IBTS,2013,3,3,46E7,126444,Trisopterus esmarkii,177.7333,260.7283,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20181029
NS-IBTS,2013,3,3,46E7,127023,Scomber scombrus,0.0000,0.5086,6.1773,0.2355,0.0000,0.0016,0.0000,,,,,20181029
NS-IBTS,2013,3,3,46E7,127143,Pleuronectes platessa,0.0000,0.7692,35.9825,67.5710,74.8688,55.3729,36.7640,19.5809,14.7109,5.6786,14.0861,20181029
NS-IBTS,2013,3,3,46E8,126417,Clupea harengus,0.0000,0.0000,25.6928,41.4017,12.6165,6.2891,,,,,,20181029
NS-IBTS,2013,3,3,46E8,126425,Sprattus sprattus,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20181029
NS-IBTS,2013,3,3,46E8,126436,Gadus morhua,0.0000,8.0000,6.0000,2.0000,2.0000,0.0000,0.0000,,,,,20181029
NS-IBTS,2013,3,3,46E8,126437,Melanogrammus aeglefinus,15.2153,363.9818,82.7533,72.9462,514.4644,2.7667,23.8722,,,,,20181029
NS-IBTS,2013,3,3,46E8,126438,Merlangius merlangus,198.0000,22.9868,132.2802,197.6888,77.7005,32.7817,4.5619,,,,,20181029
NS-IBTS,2013,3,3,46E8,126441,Pollachius virens,0.0000,0.0000,0.0000,2.0667,3.9333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20181029
NS-IBTS,2013,3,3,46E8,126444,Trisopterus esmarkii,34435.1303,5832.8697,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20181029
NS-IBTS,2013,3,3,46E8,127023,Scomber scombrus,0.0000,0.1330,1.8045,0.0624,0.0000,0.0000,0.0000,,,,,20181029
NS-IBTS,2013,3,3,46E8,127143,Pleuronectes platessa,0.0000,0.0000,0.4444,1.6794,2.5254,4.6031,5.4780,4.0629,4.6307,2.7100,3.8661,20181029
NS-IBTS,2013,3,3,46E9,126417,Clupea harengus,0.0000,0.0000,8.5169,73.5457,182.6760,296.1312,,,,,,20181029
NS-IBTS,2013,3,3,46E9,126425,Sprattus sprattus,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20181029
NS-IBTS,2013,3,3,46E9,126436,Gadus morhua,0.0000,0.0000,9.5652,0.0000,6.0870,0.0000,0.0000,,,,,20181029
NS-IBTS,2013,3,3,46E9,126437,Melanogrammus aeglefinus,7.8261,0.0000,2.9641,4.7071,34.5815,1.5652,13.5735,,,,,20181029
NS-IBTS,2013,3,3,46E9,126438,Merlangius merlangus,1815.6522,0.6430,8.8316,71.6961,203.0324,196.4073,80.2594,,,,,20181029
NS-IBTS,2013,3,3,46E9,126441,Pollachius virens,0.0000,0.0000,0.0000,7.0435,13.8261,0.0000,5.2174,0.0000,0.0000,0.0000,0.0000,20181029
NS-IBTS,2013,3,3,46E9,126444,Trisopterus esmarkii,234.9988,9065.4307,1656.0921,0.0000,0.0000,0.0000,0.0000,,,,,20181029
NS-IBTS,2013,3,3,46E9,127143,Pleuronectes platessa,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20181029
NS-IBTS,2013,3,3,47E6,126417,Clupea harengus,0.0000,0.0000,5788.5730,15080.5555,6540.6830,4351.1885,,,,,,20181029
NS-IBTS,2013,3,3,47E6,126425,Sprattus sprattus,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20181029
NS-IBTS,2013,3,3,47E6,126436,Gadus morhua,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20181029
NS-IBTS,2013,3,3,47E6,126437,Melanogrammus aeglefinus,3.0000,0.0000,0.2250,0.1500,2.1000,0.0000,0.5250,,,,,20181029
NS-IBTS,2013,3,3,47E6,126438,Merlangius merlangus,0.0000,0.9227,18.5491,23.5110,6.8743,1.0000,0.1429,,,,,20181029
NS-IBTS,2013,3,3,47E6,126441,Pollachius virens,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20181029
NS-IBTS,2013,3,3,47E6,126444,Trisopterus esmarkii,171.7814,3153.4892,10.7294,0.0000,0.0000,0.0000,0.0000,,,,,20181029
NS-IBTS,2013,3,3,47E6,127023,Scomber scombrus,0.0000,120.9745,932.0519,112.2528,10.8101,10.8168,13.0938,,,,,20181029
NS-IBTS,2013,3,3,47E6,127143,Pleuronectes platessa,0.0000,0.0000,0.5000,1.8214,3.5559,9.2538,9.3958,8.5908,9.0723,5.0143,9.7958,20181029
NS-IBTS,2013,3,3,47E7,126417,Clupea harengus,0.0000,0.0000,620.4239,698.9223,135.3696,48.2842,,,,,,20181029
NS-IBTS,2013,3,3,47E7,126425,Sprattus sprattus,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20181029
NS-IBTS,2013,3,3,47E7,126436,Gadus morhua,0.0000,11.0000,6.6667,0.0000,1.3333,0.0000,0.0000,,,,,20181029
NS-IBTS,2013,3,3,47E7,126437,Melanogrammus aeglefinus,0.6172,129.6275,26.9609,23.0282,147.5878,1.0000,8.1783,,,,,20181029
NS-IBTS,2013,3,3,47E7,126438,Merlangius merlangus,13.0000,17.5935,77.1685,45.3889,10.2158,1.4332,0.2000,,,,,20181029
NS-IBTS,2013,3,3,47E7,126441,Pollachius virens,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20181029
NS-IBTS,2013,3,3,47E7,126444,Trisopterus esmarkii,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20181029
NS-IBTS,2013,3,3,47E7,127023,Scomber scombrus,0.0000,99.2537,312.0356,69.4596,30.3275,24.6672,34.5128,,,,,20181029
NS-IBTS,2013,3,3,47E7,127143,Pleuronectes platessa,0.0000,0.0000,0.4791,6.3131,11.4499,12.8076,8.4858,6.9172,6.5109,3.3219,6.7145,20181029
NS-IBTS,2013,3,4,36F0,126417,Clupea harengus,0.0000,3.4722,58.8305,13.5389,3.3584,0.8000,,,,,,20181029
NS-IBTS,2013,3,4,36F0,126425,Sprattus sprattus,0.0000,783.4773,2114.0359,281.7437,43.2981,0.0000,0.0000,,,,,20181029
NS-IBTS,2013,3,4,36F0,126436,Gadus morhua,1.0000,8.5000,2.0000,0.5000,0.0000,0.0000,0.0000,,,,,20181029
NS-IBTS,2013,3,4,36F0,126437,Melanogrammus aeglefinus,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20181029
NS-IBTS,2013,3,4,36F0,126438,Merlangius merlangus,174.5360,399.9485,813.2020,1608.9131,334.8782,67.4746,81.3997,,,,,20181029
NS-IBTS,2013,3,4,36F0,126441,Pollachius virens,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20181029
NS-IBTS,2013,3,4,36F0,126444,Trisopterus esmarkii,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20181029
NS-IBTS,2013,3,4,36F0,127023,Scomber scombrus,0.0000,0.0000,7.2750,20.8553,10.6595,3.1828,19.0273,,,,,20181029
NS-IBTS,2013,3,4,36F0,127143,Pleuronectes platessa,0.0000,4.9939,51.9099,22.3025,8.1270,5.0079,3.7976,1.6944,0.1667,0.0000,0.0000,20181029
NS-IBTS,2013,3,4,37F0,126417,Clupea harengus,0.0000,2.0000,4.8077,0.7115,0.4808,0.0000,,,,,,20181029
NS-IBTS,2013,3,4,37F0,126425,Sprattus sprattus,0.0000,3.0919,8.4510,1.2429,0.2143,0.0000,0.0000,,,,,20181029
NS-IBTS,2013,3,4,37F0,126436,Gadus morhua,0.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20181029
NS-IBTS,2013,3,4,37F0,126437,Melanogrammus aeglefinus,0.0000,1.0000,1.6026,0.8865,2.6175,0.4702,0.4233,,,,,20181029
NS-IBTS,2013,3,4,37F0,126438,Merlangius merlangus,1.0000,390.1221,708.0514,1097.2397,197.6241,89.7895,90.0163,,,,,20181029
NS-IBTS,2013,3,4,37F0,126441,Pollachius virens,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20181029
NS-IBTS,2013,3,4,37F0,126444,Trisopterus esmarkii,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20181029
NS-IBTS,2013,3,4,37F0,127023,Scomber scombrus,0.0000,0.0000,1.0066,0.9323,0.5998,0.1987,1.2627,,,,,20181029
NS-IBTS,2013,3,4,37F0,127143,Pleuronectes platessa,0.0000,3.6227,29.8575,36.6698,10.4857,3.4786,3.3286,2.1071,0.4500,0.0000,0.0000,20181029
NS-IBTS,2013,3,4,37F1,126417,Clupea harengus,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,,,,,,20181029
NS-IBTS,2013,3,4,37F1,126425,Sprattus sprattus,0.0000,124.8082,594.3728,166.8476,23.9714,0.0000,0.0000,,,,,20181029
NS-IBTS,2013,3,4,37F1,126436,Gadus morhua,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20181029
NS-IBTS,2013,3,4,37F1,126437,Melanogrammus aeglefinus,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20181029
NS-IBTS,2013,3,4,37F1,126438,Merlangius merlangus,3.3333,12.8481,7.9614,7.6562,0.1707,0.0000,0.0303,,,,,20181029
NS-IBTS,2013,3,4,37F1,126441,Pollachius virens,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20181029
NS-IBTS,2013,3,4,37F1,126444,Trisopterus esmarkii,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20181029
NS-IBTS,2013,3,4,37F1,127023,Scomber scombrus,0.0000,0.0000,29.0818,19.5380,5.1538,1.3523,3.8741,,,,,20181029
NS-IBTS,2013,3,4,37F1,127143,Pleuronectes platessa,0.0000,4.0598,28.4067,49.4978,39.2548,14.1619,16.8905,8.5952,4.1333,0.0000,0.0000,20181029
NS-IBTS,2013,3,4,38E9,126417,Clupea harengus,0.0000,15.8611,8.4592,3.6023,2.1345,0.9429,,,,,,20181029
NS-IBTS,2013,3,4,38E9,126425,Sprattus sprattus,0.0000,0.2714,5.0548,7.0595,0.6143,0.0000,0.0000,,,,,20181029
NS-IBTS,2013,3,4,38E9,126436,Gadus morhua,0.0000,5.7500,4.2500,1.0000,0.0000,0.0000,0.0000,,,,,20181029
NS-IBTS,2013,3,4,38E9,126437,Melanogrammus aeglefinus,0.0000,13.4667,22.2452,19.4337,60.2462,7.9681,13.6401,,,,,20181029
NS-IBTS,2013,3,4,38E9,126438,Merlangius merlangus,0.0000,19.1730,180.9967,493.6335,132.6611,30.9008,32.3228,,,,,20181029
NS-IBTS,2013,3,4,38E9,126441,Pollachius virens,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20181029
NS-IBTS,2013,3,4,38E9,126444,Trisopterus esmarkii,6.0000,62.4500,8.1500,0.4000,0.0000,0.0000,0.0000,,,,,20181029
NS-IBTS,2013,3,4,38E9,127023,Scomber scombrus,0.0000,0.0000,7.1000,9.4431,2.4045,0.9868,5.0655,,,,,20181029
NS-IBTS,2013,3,4,38E9,127143,Pleuronectes platessa,0.0000,0.0000,0.7538,7.0271,10.0548,3.1714,4.2643,1.2619,1.4667,0.0000,0.0000,20181029
NS-IBTS,2013,3,4,38F0,126417,Clupea harengus,0.0000,8162.4445,21.5620,1.1702,0.7345,0.2000,,,,,,20181029
NS-IBTS,2013,3,4,38F0,126425,Sprattus sprattus,0.0000,15.1312,113.6048,45.5360,4.7280,0.0000,0.0000,,,,,20181029
NS-IBTS,2013,3,4,38F0,126436,Gadus morhua,3.3333,22.6110,6.5000,0.5556,0.0000,0.0000,0.0000,,,,,20181029
NS-IBTS,2013,3,4,38F0,126437,Melanogrammus aeglefinus,0.0000,76.5852,57.4597,41.6710,115.7739,11.1564,22.1316,,,,,20181029
NS-IBTS,2013,3,4,38F0,126438,Merlangius merlangus,6.6667,7.1566,51.8762,104.0282,25.4418,8.7671,9.3967,,,,,20181029
NS-IBTS,2013,3,4,38F0,126441,Pollachius virens,0.0000,0.0000,0.0000,0.3333,0.6667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20181029
NS-IBTS,2013,3,4,38F0,126444,Trisopterus esmarkii,0.0000,2.9167,0.0833,0.0000,0.0000,0.0000,0.0000,,,,,20181029
NS-IBTS,2013,3,4,38F0,127143,Pleuronectes platessa,0.0000,0.2357,8.6740,36.3858,35.5723,15.8369,18.7844,7.8999,3.8333,0.0000,0.0000,20181029
NS-IBTS,2013,3,4,38F1,126417,Clupea harengus,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,,,,,,20181029
NS-IBTS,2013,3,4,38F1,126425,Sprattus sprattus,0.0000,3.6694,11.1306,2.7000,0.5000,0.0000,0.0000,,,,,20181029
NS-IBTS,2013,3,4,38F1,126436,Gadus morhua,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20181029
NS-IBTS,2013,3,4,38F1,126437,Melanogrammus aeglefinus,0.0000,0.2000,1.2535,0.6441,1.6061,0.1481,0.1481,,,,,20181029
NS-IBTS,2013,3,4,38F1,126438,Merlangius merlangus,0.6667,109.8424,126.2240,169.0905,17.0158,3.5225,4.6381,,,,,20181029
NS-IBTS,2013,3,4,38F1,126441,Pollachius virens,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20181029
NS-IBTS,2013,3,4,38F1,126444,Trisopterus esmarkii,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20181029
NS-IBTS,2013,3,4,38F1,127023,Scomber scombrus,0.0000,0.0000,3.6878,0.8177,0.3686,0.0771,0.0488,,,,,20181029
NS-IBTS,2013,3,4,38F1,127143,Pleuronectes platessa,0.0000,4.9829,42.2440,66.3731,39.9405,17.1571,20.9476,7.6548,6.7000,0.0000,0.0000,20181029
NS-IBTS,2013,3,4,39E9,126417,Clupea harengus,0.0000,0.3611,13.1305,13.7387,8.4983,7.2714,,,,,,20181029
NS-IBTS,2013,3,4,39E9,126425,Sprattus sprattus,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,20181029
NS-IBTS,2013,3,4,39E9,126436,Gadus morhua,0.0000,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,,,,,20181029
NS-IBTS,2013,3,4,39E9,126437,Melanogrammus aeglefinus,0.0000,5.2000,24.4266,17.8164,51.0949,5.3333,10.1288,,,,,20181029
NS-IBTS,2013,3,4,39E9,126438,Merlangius merlangus,1.0000,3.0317,17.4064,55.3267,20.7611,8.1044,9.3698,,,,,20181029
NS-IBTS,2013,3,4,39E9,126441,Pollachius virens,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20181029
NS-IBTS,2013,3,4,39E9,126444,Trisopterus esmarkii,0.0000,14.2667,3.0333,0.7000,0.0000,0.0000,0.0000,,,,,20181029
NS-IBTS,2013,3,4,39E9,127023,Scomber scombrus,0.0000,0.0000,0.4987,1.0939,0.4682,0.1010,0.8383,,,,,20181029
NS-IBTS,2013,3,4,39E9,127143,Pleuronectes platessa,0.0000,0.1429,2.2431,7.8942,6.9556,3.7579,3.3929,2.2302,0.3833,0.0000,0.0000,20181029
NS-IBTS,2013,3,4,39F0,126417,Clupea harengus,0.0000,49.8333,4.5871,0.5795,1.0778,1.0333,,,,,,20181029
NS-IBTS,2013,3,4,39F0,126425,Sprattus sprattus,0.0000,0.7057,1.5536,1.9259,0.1481,0.0000,0.0000,,,,,20181029
NS-IBTS,2013,3,4,39F0,126436,Gadus morhua,0.0000,7.9444,3.0555,0.0000,0.0000,0.0000,0.0000,,,,,20181029
NS-IBTS,2013,3,4,39F0,126437,Melanogrammus aeglefinus,1.0000,3.1378,44.3598,37.1604,111.4821,8.1623,17.5110,,,,,20181029
NS-IBTS,2013,3,4,39F0,126438,Merlangius merlangus,1.0000,107.7071,326.2662,604.3877,88.1213,18.1662,17.0516,,,,,20181029
NS-IBTS,2013,3,4,39F0,126441,Pollachius virens,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20181029
NS-IBTS,2013,3,4,39F0,126444,Trisopterus esmarkii,0.0000,8.7167,0.2833,0.0000,0.0000,0.0000,0.0000,,,,,20181029
